,Unnamed: 0,id,comment_text,target
143,143,628130,"professional politicians (most of them attorneys) have done a miserable job of leading this nation. and yay, stop the pebble mine. GO TRUMP!",0.3
144,144,349690,"Funny but id rather go to G-Easy, thus it would be a nice surprise!",0.0
145,145,290742,"I wish people would understand that ""worshiping"" or following a deeply held religious faith, regardless of the sect, denomination, etc. is more than just what happens on Sunday morning from 11am-noon.  Religious faith and religious life is not a suit one wears one day in a week, and then one puts on a different suit for the remainder of the week. True faith affects a person's every action. It forms one's view of the world. Requiring Christians to help facilitate something their faith strongly condemns, e.g. baking a wedding cake, photographing a wedding, counseling a same-sex couple etc., is in the same vein as forcing a conscientious objector to go to war. We don't force C.O.'s into the Army, many of whom have religious objections; why do we force other people of faith to go against their religious objections? If the First Amendment is to be anything more than feel-good legislation, then people of faith must be allowed to live that faith every day-even if it isn't popular with others.",0.3
146,146,5985198,"When dealing with bellicose, second grade, eccentric dictatorial regimes, it is best to stoop to their level. Parents know all too well that this is how you deal with two year olds. You can't let the evil minded little loudmouths get the upper hand",0.2
147,147,5249454,"Sullivan`s a good Trump soldier.  You lose credibility when you hide from your constituency and questions they would like answered. Sullivan is the best third Senator Ohio ever had, because he sure doesn`t fight for Alaskans. He AVOIDS them along with Young and Murkowski, and the questions about things like health care costs and availability in this state, and the threats to throw tens of thousands of fearful ALASKANS back on the no-health insurance rolls. 
Town hall meeting in North Pole my eye... who is this man kidding?  Lies at the top soon trickle down to the congressmen like Sullivan. Don`t forget when Sullivan and Giessel and Parnell tried to take away (HB77?) coastal communities rights concerning development from them when Sullivan was the Alaska Resource commissioner. https://www.adn.com/commentary/article/gov-parnell-do-right-thing-alaskas-salmon-habitat/2013/08/11/",0.0
148,148,5185928,"Likely true...and the folks on Parliament Hill probably realize it, too.  

Sometimes--like many of us--Americans don't know what good for them.  Look who they elected President.",0.0
149,149,5148357,Perhaps seek first to understand before seeking to be understood.,0.0
150,150,773415,Every job we regulate out of America goes to China with no regulations. China now puts out more pollution then the next 3 industrial countries combined. Think about that.... When we over regulate in America the world gets a little worse off. Honestly who is going to be more careful about the environment?,0.0
151,151,5369035,Then go there. We all support your decision!  :-),0.0
152,152,5130287,"Nothing like getting your history from TV. ""Diversity & Inclusion""!!! Repeat again. Now chant.",0.0
153,153,289800,"Interesting points. Thank you for considering my theories. Truth is if the ice bodies of the Arctic Ocean, Greenland and Antarctica continue to melt the corresponding rise in sea level will reshape our world in a huge way. It happened at the end of the Ice Age when the land bridge linking Asia and North America disappeared underwater and is poised to do it again. Sorry Alaska but many of our coastal areas will be lost including some major human population centers. All you have to do is look at a map of Alaska and imagine it without any of today's land lower than 100 feet in elevation. Could be soon. Could be a thousand years from now. Food for thought in either case...",0.0
154,154,5494596,"""let's recognize a good man and his ideas when they occur and are expressed.""

We can and we should do exactly as you suggest.  Yet it is very difficult not to be cynical about advisory groups in the Church. 
An  advisory group was uncomfortable with the claim of papal infallibility.  It happened anyway.
An advisory group saw no problem with artificial birth control.  Paul VI ignored them.
An advisory group was created to deal with predatory priests.  When Marie Collins quite in frustration, all we got from Francis was silence.
Let us applaud Cardinal Arborelius.  But we must also recognize that he is addressing a group of leaders who find themselves in a hole and are determined to keep on digging.  Deaf ears are deaf ears, no matter how much we wish it were otherwise.",0.0
155,155,6172468,Anyone that can eat a case of Spam can have it for FREE! They'll be dead before making it to 50 which is good for all SS  recipients as these two will never live long enough to collect what they've paid into SS. LOL Good riddance!,0.1111111111111111
156,156,6231963,"I am beginning to see a pattern here, when Reagan cranked up the deficit with the economic war with the USSR it was OK, when Clinton was there the deficit was so bad that he and the Democrats had to fix it, then GW came in and cranked it up again but that was OK, then Obama cranked it up to fix GW's spending and that was unacceptable, now Trump is cranking it up and it is OK. It took me 30 years, but I think that maybe the republicans are hypocrites. I could be wrong, probably just haven't been around long enough to see the true pattern.",0.5
157,157,6116321,"The mayor and others that oppose an island wide sit/lie ban on public sidewalks are just trying to keep these people off of the side walks fronting their homes or their kids schools.  Do you see an homeless sleeping on side walks in Manoa near the mayor’s home?  No...if some Home;was dares to sleep on the sidewalk fronting the mayor’s home, that person or persons would be immediately relocated to a sidewalk near or fronting the homes of other less powerful people.",0.0
158,158,6090913,"Go home to your state.  Why stay here in Hawaii.  Your family wants you back in your state.  Get a life and wake up to reality.  The people of Hawaii no longer want to take care of all of your sorry asses.  We have our own problems to worry about then worry about stupid people who think living on the streets are okay.  You came here on a one-way ticket, so go back to where you are from.  Hawaii born, go get housing in a shelter and learn to live by rules.  Shame, Shame, Shame on those of you who think the people of Hawaii own you something.  WRONG!",0.5394736842105263
159,159,955084,Trump will be restrained by the courts. Hopefully he is impeached for his unconstitutional actions or his conflicts of interest.,0.1666666666666666
160,160,5297240,"There's only one problem with that.  Like cockroaches, it's almost impossible to annihilate them.  There will always be someone willing to vote for the guys promising ""free"" stuff (that someone else has to pay for), and environmental virtue with no up-front costs.",0.3
161,161,246992,"While you have an excellent point about the use of robbery and burglary, accident is normally used correctly. Unless a driver intentionally causes the accident (say ""brake-checking, swerving to hit an ex-husband, etc.) then, regardless of blame, it is still an accident.",0.0
162,162,413656,"These apartments will be at the expense of historic homes and will DEFINITELY not be cheap.  

I attended one of the open homes, where the city flat out said nothing built would be affordable.  In the next breath, it was suggested to an older neighbor, who was asking about how feasible the higher density would make aging in place, that they should sell and move into an apartment.  

Rezoning all of close-in Portland for high density and farther out for Portland for even lower density than they have is ridiculous.  This will not create any more affordable housing.

Look who is pushing this.  Even the members in the stakeholders committee who have a neighborhood association title are real estate agents.",0.0
163,163,6290964,"Or that they think she is absurd, a loser, a whiner, delusional , pathetic , and someone that people don't want to be around among other things. Wise up.",0.7407407407407407
164,164,6278059,"It's all situational and indefensibly anecdotal based on your whims at the moment. The McDougals have found a way to profit from a patch of land that you and others have deemed untouchable. They'll probably do it again, and everyone in your leftist camp will respond accordingly. It's a position devoid of value. It's priceless that you believe otherwise.
You don't scratch below the surface concerning those whose business practices you respect because that would involve thought and effort. To your credit, you've been remarkably consistent on that score.",0.0
165,165,6253550,Kenney could try not being a homophobe,0.2916666666666667
166,166,5103178,"Interesting discussion that would be of a different nature south of the border as the IRS requires credit card merchants to issue annual 1099-K slips for the gross amount of credit card processing, detailed by month.  One of the lines on a tax return is the total of such slips.",0.0
167,167,259184,"Naively, I don't understand how the only options being offered are 1) higher rents or 2) no parking. Choose your better evil? Is there talk of a third option: 3) no rent hikes AND more parking? Can this be the goal we're working toward?",0.0
168,168,5919478,"From one empty suit, promoted to their position for nothing more than looks and perceived charm in the most overt and crass political maneuverings to another. I'm sure that's going to be one brilliant conversation",0.0
169,169,362575,Wolves are hunted & trapped in 4 of the 6 million acres of Denali.,0.0
170,170,5531119,"Justin Trudeau will get along with anyone, for a price. And since there is no reward to get along with Russia, in his mind, we have this new bizarre realpolitiks being played. I just hope that Justin Trudeau's sense of values has nausea because he has to be a ""friend"" to a mysogist, anti-gay, etc..... man like Donald Trump. I hope when he is old, he will have regrets about doing that.....  Narcissism has it's price M. Trudeau. I guess you are ready to do anything to feed it.",0.2
171,171,598970,"Donald Trump tries to postpone fraud lawsuits
 http://dailym.ai/2fNekrY",0.0
172,172,723489,"I think it was Robin Williams who said,  ""I laugh at people who laugh at Jerry Lewis"".",0.0
173,173,6231778,Northam has been crashing and burning since Obama came and stumped for him. Barry is the kiss of death.,0.0
174,174,6200212,"Yes, I am glad you see it my way now? 
Whether you agree with me or not, this paragraph repeats what I have been saying, that there can be agreement on issues while disagreeing over “objectives.” The political identity of the values voters tends toward theocracy, asking government to enact religious values. My understanding is that Francis does not support any theocracy like that, though he shares the same underlying positions - opposition to abortion, same sex marriage, etc. 

The ecumenism of conflict is different from traditional ecumenism, which seeks to find common issues that can be a basis for unity. Ecumenism od conflict seeks issues in conflict, and use them to drive a wedge between values voters and their opposition. This unites some people heretofore at odds, even though primarily it is directed toward division.",0.0
175,175,431205,"Yeah Joe, now they find it easier to go get student loans and live with their parents until they are kicked out and try to get out of paying the loans back, not like it used to be and god forbid going into the military and get some schooling and college paid for.",0.0
176,176,5922946,"When we moved here 16 years go, one reason was for the schools. Now the schools are one reason we're thinking of leaving.",0.0
177,177,6039304,"The richest country in the world accepting 45,000 refugees? Trump really has no shame. But we already knew that. Pathetic.

The midterms, I suspect will mark the moment when Americans start reclaiming their country from the reign of the most ignorant and ill-equipped man to ever occupy the White House. If he doesn't get impeached before that, ha, ha.",0.6
178,178,5815140,"Probably Sloter. If people want a guy with only 3rd team reps passing up a guy who just lost to the starter backing up a guy in Siemian who has been known to get hurt, well I guess Vance would be a fool.

I don't think Vance is a fool.",0.7
179,179,5734897,I think your short term memory loss is having an effect on your posts.,0.0
180,180,935775,Whatever makes you think that the system would be less partisan under a different electoral system?  Please pay some attention to what goes on in coalition governments around the world.  Some of the most vicious political infighting goes on between parties inside the coalition government.  Israeli is a fine example of exactly the kind of system I would not want here.  Italy is a close second.  Belgium and Spain are not much better.  All are PR systems.,0.0
181,181,5758893,It is amazing how fast Dubbya the Dud has slipped from peoples minds.,0.0
182,182,5315339,"tompaine II:  Ya, just BLOW OFF the .28 cents a day he pays his 3rd world laborers .  Also, when Matt Knight Area was built Uncle Phil could have used LOCAL Qualified Labor to built the arena.  He would have had to pay Prevailing Wages which I believe at the time was somewhere around $28.00/hour.  This would have been a shot in the arm for Eugene and Lane County people and their Families,  as the RECESSION was in FULL Force.  INSTEAD, he used California Labor at $14.00/hour.  I have never had any RESPECT for Uncle Phil, and NEVER will.  He has thrown his Zillions of Dollars around trying to BUY a College Football National Championship,  and he did come close.  I am glad he LOST.    And when the dirty work has to be done, he calls in his hired gun, The Gunslinger, aka, Pat Kilkenney.     He has turned the U of Oregon into the U of Nike where athletics are more important than a Quality Education.  Lather up all you want with Uncle Phil, GREED is the ROOT of ALL EVIL.",0.0
183,183,6293388,From this comment I gather that you consider yourself to be right and anyone who thinks differently from you is wrong. Such humility!,0.2
184,184,811393,And Rachael Stevenson the racist.,0.8333333333333333
185,185,1049199,"OK I am curious as to where you would draw the line. Is it suppression of free speech when:
-  people try to physically prevent a speaker from entering the venue?
-  people threaten the venue owner with potential violence if the speaker is allowed in their venue?
-  people blow loud whistles or air horns while the speaker is trying to speak?
- people dress to hide their identity, then riot and throw fire bombs to try and prevent a speaker from speaking?
Because for me all those things constitute both suppression of free speech and equally important a denial of people's right to hear someone they have invited to speak to them. 
And they don't just happen to Yiannopolous - with the exception of the last example all those things happen in Canada at universities, for example when someone from an unpopular country is invited to speak, and have been going on for a time now measured in decades.",0.0
186,186,5666523,"It was posted and displayed last night.  This morning completely disappeared including responses.  No error, just some deliberate hack occurring too often on this forum.  I now monitor daily for these examples of manipulation of comments.",0.0
187,187,5080662,"The span of this pension is incredible.  He retires at 58 and could collect for 30 years.  And then his wife may very well collect 50% for another 20 years after that!  50 years of pension payouts.  How long did he actually work and contribute to that plan?  I look at this from the point of view of the employer (who, I am guessing, is the taxpayer).  No wonder we have a pension solvency issue.",0.0
188,188,5374747,"MellissaW - No, we can't. Nothing has been done right in the military procurement in the past, so how can you say something like this? Do you have some proof they numbers are correct, or is just a feeling?",0.0
189,189,5451681,"""Cognitive ability"". I hear you about the political power, money and belief but she is an Advocate. 

She know's exactly what she's doing and very aware of the fallout and consequences. She's just a dirty double agent placed there to destabilize SA.",0.2
190,190,4988362,"The transition team and probably Trump too because the team should have told The Donald about something so pertinent, knew about the possibility and the compromised nature of Flynn's role in that position but simply didn't care. Reminds me of Duffy asking Harper not to appoint him as a PEI Senator because he hadn't lived on the Island for decades.",0.0
191,191,940643,"The bleeped word was ""r e t a r d e d"".  Sure wish these taboo words would show up as spelling errors rather than post-post surprises.",0.3
192,192,1069372,"The electricity costs in Ontario is truly a horror story. How can grown-ups create such a mismanaged system. Oh well, the people of Ontario will have to decide the fate of the Liberals.",0.0
193,193,6109442,Congrats!,0.0
194,194,1022283,"AHHHHHHH, Andy,Andy,Andy!  Poor Feller!  Youll figure out someday, maybe. I guess I should just let it be, best of luck. I keep forgetting, Ive got about 15 yrs more experience growing OUTSIDE in AK than you do. Peace Mon!",0.0
195,195,5036619,"The little snippets leaked in this article make the forthcoming budget sound very much like a typical Liberal, centre-left, social democrat thing.  No surprise there.

I am disappointed with all the gender based malarkey though.  it's 2017:  I thought we were past that.",0.0
196,196,6248185,"...said Ms. Ahmad, who has worn the face veil since age 15, an act of religious conviction and modesty.

Was fifteen not Omar Khadr's age when he allegedly threw the grenade that killed an American soldier?

Did I not read a plethora of comments in this newspaper seizing on this fact and making the case that Mr. Khadr was only a child and as such could not be held responsible for his actions?

But in the case of this fifteen year old there was no power imbalance or societal pressure and  Ms. Ahmad this of her own free will and not following any authority?",0.0
197,197,897452,"Rationalthought, how about this one: A democratic system that puts the winner as the one with the most people voting for it is a good one, as long as there are binding constitutional rules in place that protects minorities.

That's better than a system that can turn into a 'tyranny of the minority', isn't it?",0.0
198,198,795666,You give the society of pagans a bad name.,0.5
199,199,5847888,The real RINOS are you Johnny come lately's that think you all just invented the Republican party in the last few years. A lot of us out there still remember what it meant to be a Republican instead of just a loud mouth,0.0
200,200,5937900,"Yup.  Symbolism over substance.  

She seems so clueless, she thought that Guardians of the Galaxy were security guys outside the Samsung kiosk.

Sorry.  Somebody click da dakine so the comment goes somewhere into cyberspace.  Or not.",0.0
201,201,5746943,"Well, Jgd we agree on something. Open competition in health care doesn't exist anywhere and it really can't. When you are sick or in a car accident you can't price shop even if getting comparative prices were possible. Insurance companies could compete if government set the ground rules, which Obamacare did to some extent, such as setting minimum standards for coverage, no pre-existing condition exclusions, etc. But without some ""price fixing"" (i.e., setting maximum prices and some standard fees) removing prohibition on price negotiation, and getting away from fee-for-service, insurance premiums (for the same coverage) will continue to rise, no matter what Mitch accomplishes or fails to accomplish.",0.0
202,202,6171936,"It sounds like it will take another tragedy like the Marco Polo and then the City & County will wring its hand, and the Mayor will have another photo opportunity wondering how it could have been avoided.  After the smoke settles there will be another determination that no one has any idea how it started.  

Honolulu and Hawaii government clearly find it easier to get the photo opportunity fixing something after it has happened than being proactive and dealing with issues BEFORE they so negatively impact many people.  Nothing much to report when the government does its job before there is a crisis.",0.0
203,203,903110,"Trump tweeting his way to disaster. All of this is predicated on US consumer purchasing power. Its very risky, US personal debt is so high no one will be able to afford the inevitable price hikes on retail goods. 
.
Its also assuming other countries won't diversify from the US.
.
This is a great opportunity for Canada to secure more and better trade around the world. I hope the Liberals do all they can to get more international bilateral trade deals in place during this weird chapter of US history.",0.0
204,204,5175901,"Yes, Daryl Williams,  thanks for posting this article. Not only should Trump read it - so should Barry McKenna and the other Globe writers who support the destruction of supply-management in Canada but never talk about the downside or do any real analysis. They just repeat all the cliches they were taught in Economics 101 all those years ago.",0.0
205,205,431266,That sounds bad!,0.1666666666666666
206,206,728573,"In 2017 Canada will celebrate 150 years since Confederation.  Maybe PM Trudeau and his ministers should look up the meaning and background of our country's creation.  There was no Prime Minister or federal government 150 years ago.  I believe that the office was created as part of a partnership with the duties of each set out in the Constitution.  Health care was a provincial responsibility until the Federal Government imposed itself upon the issue by the creation of the Canada Health Act while promising to fund 50% of the cost.  Haven't they broken the contract by reducing the federal portion to less than 20% and going down?

Maybe it's time for the SCoC to step in again, as they did with PM Pierre Trudeau, when he was told that he couldn't act unilaterally without provincial agreement to bring home the Constitution.  In my opinion such an arrogant Canadian Federal Government needs to be put in its place Constitutionally.",0.1666666666666666
207,207,627962,"When in doubt, let's kill the moose in a regulated hunt.",0.4
208,208,714021,"Like the first College in Sitka, at the State Capitol(1878)?

Let's just move forward and make the Matanuska Borough a State. That would solve the State's upcoming Bankruptcy; With a family of four that has received a total of $133,461 thru the Boomers Oil Boom Parade, these people have so much money, they can charter a plane to get too any school in the state, why do you think they have a New Legislative Office Building, lost much?

These boomers spend ""Nationally"" just like that old drunk gold miner; Joe Juneau.

Looks like Whaling and Fur Trade, is on another comeback, just like the Pebble's in your Brains.

In 1906, after the decline of whaling and the fur trade, Sitka, the original capital of Alaska, became less important and the territorial legislature moved the seat of government to Juneau. Juneau was the largest city in Alaska during the inter-war years, passing Fairbanks in the 1920 census. In the post-World War II years, it was displaced by Anchorage in 1950",0.0
209,209,5108851,"Roy, I know we have often disagreed but in this case I think there should be term limits on most government appointed jobs. However, in saying that......you will need a Constitutional amendment to put term limit on Supreme Court justices. (Just they did to limit two term President and what they need to do to put limits on Congressional terms.)",0.0
210,210,6130763,Don't worry... there's washrooms for that now.,0.0
211,211,5700028,"Everyone deserves a second chance - that's why I withheld personal judgment on Johnny for his first transgression. He was given opportunities to succeed. Now, he's blown it, and I don't mean owning the Broncos. He needs help, but first he must partake of his just deserts. 

Hope the puppy is okay.",0.0
212,212,666417,45 seconds. And you came with that? Sad.,0.0
213,213,5297454,We need some form of qualified voting before it's too late.,0.0
214,214,6254398,"I am still pretty convinced that they threw the 2008 election.  They knew they had no plan, so instead of pairing McCain with someone palatable, they paired him with Palin, who many of us couldn't allow to be that close to being President.  Then they sat back for 8 years, blamed the Democrats for not getting the recession fixed in the first month and it went from there.",0.0
215,215,5091548,"""Get over it, you lost"" is such an un-educated and ignorant statement.",0.6296296296296297
216,216,5045402,"Just a fascist Trump troll.

Lovers of fascism unite around defending Trump by any means.",0.5
217,217,6198155,I'm just not going to argue with that. :),0.0
218,218,5105528,I never found Rickles act funny.  I wasn't offended by his style; I just found it ham-fisted and one-dimensional.,0.0
219,219,6000333,"With all due respect to Kiszla, the NFL already knows how to defend the Broncos, but the Chargers ran out of time after the Broncos' got conservative a little too early while the Cowboys' secondary couldn't match up. Ironically, the Broncos' should win Sunday because Rick Dennison's offense in Buffalo lacks play makers other than LeSean McCoy and the legs of Tyrod Taylor, making them one dimensional. Denver's more likely to win this 17-14 than Buffalo as long as they don't turn it over.",0.0
220,220,505733,"Finally. After getting criticized for doing little about climate change the Liberals have fired a welcome shot across the bows of the do-nothing premiers like Brad Wall. Funny, all the criticism of Trudeau's decision is coming from the usual suspects and not the petroleum industry which is O.K. with it.",0.3
221,221,5711637,"Your belief that Trump has a ""defined economic policy [of] 'America First'"" is ludicrously tongue-in-cheek. He packed key government positions with unqualified people largely with no experience in those fields. His EPA's climate-change denial harms the growth of American renewable energy industry, robbing us of jobs. His attempted train-wreck travel bans harm our businesses that benefit from legal immigration. His education agenda weakens American's ability to compete in high-paying industries worldwide. He blusters about ""America First,"" but in reality he and his family make deals with foreign companies using foreign laborers and materials to manage their businesses and produce products they sell to gullible Americans. Not very USA First. Your point about GDP etc. is moot. Those growing trends started with Obama-era policies, not magically because Trump was elected. Wait a couple years when the economy tanks due to Trump's incompetent economic policy. You'll blame someone else, though",0.3
222,222,419435,"Most dead people are lying down. Hmm, 4am, were fine, but our passenger is dead. So sketchy at first blush. Tweaked out of their minds from something previous, perhaps? Maybe they were luring the moose onto the hwy for a while before they rammed it? Excellent work! Safeway is looking for someone to work on their shopping carts also....its full time.. Didn't they see the sign by Thunderbird Falls saying ""dump bodies here.""",0.0
223,223,401168,Let's just hand over the entirety of Alaska's lands to the feds.....then you sheep can finally be happy.,0.0
224,224,5707629,"This was from Hawaii News Now interviewing Raymond Tavita the Kalihi man who had his wheelchair stolen as reported on this news station ""state Rep. John Mizuno's office on Wednesday, the 23-year-old was presented with two wheelchairs to replace his stolen one. There was a brand new one and a donated electric wheelchair. ""When John Mizuno was like, here you go, this is your wheelchair, it opened up a door for me and was lightness that has been shone onto the darkest days of my life, to be honest."" said Tavita, who lives in Kalihi. The non-motorized wheelchair retails for $3,000.00, And the donated, previously owned, electric wheelchair is valued at $3,600."" All three news stations covered this wonderful story of Aloha. This story was amazing.  They had nothing negative, just forgiveness and in the end a lot of Love and Blessings. Thanks Star Advertiser for this story - Hawaii still has Aloha for its people.",0.0
